L,TT,TE,EE,BB,PP
887,1.6409466609399257e-14,3.831553177947995e-16,1.6230939832259647e-16,8.035938550263784e-19,6.394872233307009e-26
888,1.628221389360514e-14,3.887847856807379e-16,1.6407410876856308e-16,8.017700765918316e-19,6.368992597480337e-26
889,1.6153188662277936e-14,3.9414736460768245e-16,1.6584000713332007e-16,7.9993658113878e-19,6.343252816012268e-26
890,1.6025335476273253e-14,3.992321317566092e-16,1.6763004995559023e-16,7.980934479009457e-19,6.317628372704132e-26
891,1.589801497433092e-14,4.040598888807618e-16,1.6942666907829722e-16,7.962486611931734e-19,6.292142402992014e-26
892,1.5770672384686617e-14,4.0862522536528487e-16,1.7123059562632602e-16,7.944022460082696e-19,6.26678628155725e-26
893,1.5642757891969767e-14,4.129196347584886e-16,1.730527854638682e-16,7.925463568474306e-19,6.241551458183817e-26
894,1.5515925353251255e-14,4.1694489909691567e-16,1.748758266759599e-16,7.906889237747773e-19,6.216445162545941e-26
895,1.5388601444923427e-14,4.207192424323829e-16,1.7670596806949632e-16,7.888221358376386e-19,6.191458887597643e-26
896,1.5261728525486727e-14,4.2422242353527786e-16,1.7854862093719463e-16,7.869538871842385e-19,6.166607653367447e-26
897,1.5134836512288523e-14,4.2746792651004716e-16,1.8039822784395522e-16,7.850764011834844e-19,6.141875143102762e-26
898,1.50091717465541e-14,4.3045044043697485e-16,1.8224850232879401e-16,7.832053192569682e-19,6.117260749128495e-26
899,1.4883406827562946e-14,4.331678116851778e-16,1.8410563874307439e-16,7.813250813388452e-19,6.092771633057668e-26
900,1.4757620836174915e-14,4.356318567749185e-16,1.8596415381415987e-16,7.794357622457961e-19,6.068407142757696e-26
901,1.4632897213122157e-14,4.378341901430827e-16,1.8782325153765043e-16,7.775528987242217e-19,6.044166630030072e-26
902,1.4508226992342518e-14,4.3978116105014353e-16,1.8968368576204507e-16,7.7566103358626535e-19,6.02004173647721e-26
903,1.4382841032230222e-14,4.414698299688488e-16,1.9154543395215104e-16,7.737679374554697e-19,5.996031872886143e-26
904,1.4259817003926838e-14,4.4290189511970334e-16,1.934023297291961e-16,7.718736323678398e-19,5.972151813614503e-26
905,1.4136074952927913e-14,4.440798098157664e-16,1.9526588621756238e-16,7.699704771075464e-19,5.948377885502148e-26
906,1.4012920377574486e-14,4.450037156250969e-16,1.971199888239267e-16,7.6807383640705215e-19,5.92473249936329e-26
907,1.389080805753943e-14,4.456768083060097e-16,1.989692640434773e-16,7.661684224123226e-19,5.901199720334407e-26
908,1.3769808134011878e-14,4.461068267141175e-16,2.008144915168108e-16,7.642619193700471e-19,5.877778977023185e-26
909,1.364877478543606e-14,4.462832153446826e-16,2.026556845186966e-16,7.623619441003715e-19,5.854477297245694e-26
910,1.3527633316268179e-14,4.462250735628291e-16,2.044981616659961e-16,7.604533091227653e-19,5.831286487195175e-26
911,1.3407519690196835e-14,4.459173055094987e-16,2.0631996989998309e-16,7.585436476520331e-19,5.808213548264762e-26
912,1.3287975268087685e-14,4.453728710165654e-16,2.0814311504637858e-16,7.5663298018737275e-19,5.785250326989857e-26
913,1.316726540492958e-14,4.445873023508949e-16,2.0995101045366538e-16,7.547213270633196e-19,5.762403798463542e-26
914,1.3049756132485148e-14,4.435742054037258e-16,2.117497534289953e-16,7.528087084510549e-19,5.739665849248197e-26
915,1.293167905927155e-14,4.423298285511797e-16,2.1353939098059964e-16,7.508951443597052e-19,5.717043428259356e-26
916,1.2815208007068259e-14,4.4084896010306344e-16,2.1531473367506396e-16,7.489881348694775e-19,5.694528461774624e-26
917,1.2698616615543064e-14,4.3915106806953263e-16,2.170863116961938e-16,7.470727229087365e-19,5.672127872654079e-26
918,1.2583619467748913e-14,4.3722045020355935e-16,2.1883775207546559e-16,7.451638722814171e-19,5.649833626582187e-26
919,1.2469092268720031e-14,4.3506978358272424e-16,2.2057511877386577e-16,7.432541222882377e-19,5.627645188984456e-26
920,1.2355032771212998e-14,4.3269532466635687e-16,2.222984910743997e-16,7.413412676962421e-19,5.605569443786688e-26
921,1.2242474639696528e-14,4.3010372449388163e-16,2.2400794777103416e-16,7.39432001552563e-19,5.583598415133998e-26
922,1.2129858437322735e-14,4.273023179377063e-16,2.2569839890103333e-16,7.375233607191131e-19,5.561731577956698e-26
923,1.2018216749919164e-14,4.242917488830807e-16,2.273692191244285e-16,7.356153545675403e-19,5.539975777521127e-26
924,1.1907617560215774e-14,4.210689829251218e-16,2.2902640497717993e-16,7.337094626464934e-19,5.518330447094309e-26
925,1.1798495022793521e-14,4.1764055089792326e-16,2.3065976345993637e-16,7.31804951076487e-19,5.496780352370766e-26
926,1.1689230034420453e-14,4.1401805398217476e-16,2.3227968469432217e-16,7.299025562079162e-19,5.475339667493882e-26
927,1.1581504163918014e-14,4.1019181503705027e-16,2.338760187696067e-16,7.280022776385471e-19,5.454000531521902e-26
928,1.1474798062071864e-14,4.0616973447151935e-16,2.354540084425194e-16,7.26104114940147e-19,5.432769725946232e-26
929,1.1368451376655754e-14,4.019625565469859e-16,2.3700867025759225e-16,7.242080676587724e-19,5.411639427596944e-26
930,1.126355105601868e-14,3.975613424605862e-16,2.3853506383599075e-16,7.2231486099854e-19,5.390609135861343e-26
931,1.1159147160085721e-14,3.9297895648392725e-16,2.4004856706243e-16,7.204244897831585e-19,5.369678353033844e-26
932,1.1056104308998481e-14,3.882144263563413e-16,2.41528297655718e-16,7.185369488415206e-19,5.348846584296332e-26
933,1.0954053964929095e-14,3.832761639868459e-16,2.4298599857698344e-16,7.166529540344672e-19,5.328120547965679e-26
934,1.0852918518371793e-14,3.781689143917793e-16,2.4442683741730523e-16,7.147717760901373e-19,5.307492513827293e-26
935,1.0752692804244786e-14,3.7287943573798555e-16,2.4583439949121123e-16,7.128948457622565e-19,5.286969175227792e-26
936,1.065394482072821e-14,3.6742898946262033e-16,2.472146193433163e-16,7.110214323065906e-19,5.266535674587798e-26
937,1.0555521980291263e-14,3.618136371093816e-16,2.485726664710568e-16,7.091515260403369e-19,5.246205875098185e-26
938,1.0458564261080402e-14,3.5603946307122805e-16,2.4990439296449493e-16,7.072865440440898e-19,5.225964986039248e-26
939,1.0362991795639283e-14,3.501075192747078e-16,2.511985680503766e-16,7.054250439040535e-19,5.205833933490508e-26
940,1.0267730908519624e-14,3.440238231935318e-16,2.524724701381764e-16,7.035684367370619e-19,5.185790844400995e-26
941,1.0173914382879716e-14,3.377886727292994e-16,2.5371416956152175e-16,7.017167039777761e-19,5.16584238301182e-26
942,1.008096781441481e-14,3.314094385280783e-16,2.549245699331064e-16,6.998698271522586e-19,5.145995155839293e-26
943,9.989874459124128e-15,3.248920191672558e-16,2.561045676419892e-16,6.980277878774227e-19,5.126234537428406e-26
944,9.899707546975906e-15,3.1823099595049635e-16,2.5725364325016987e-16,6.961905678604855e-19,5.10657419796788e-26
945,9.81032124524798e-15,3.114378660380402e-16,2.58367065076059e-16,6.94358851739157e-19,5.087006605657714e-26
946,9.722342432783716e-15,3.045142123994461e-16,2.594555716646284e-16,6.925333183029604e-19,5.067531304545107e-26
947,9.63520289743999e-15,2.9747000493242635e-16,2.605088151149859e-16,6.90713240786214e-19,5.048147841285238e-26
948,9.548339198286353e-15,2.903011631951913e-16,2.6153818554484605e-16,6.888985968690997e-19,5.028855765123932e-26
949,9.46384096742097e-15,2.8301827827221705e-16,2.6252222184729946e-16,6.870907582099951e-19,5.00965462788043e-26
950,9.380163832986372e-15,2.7561794449415247e-16,2.6347650345228614e-16,6.852883029934496e-19,4.990543983930321e-26
951,9.297788983276899e-15,2.6810927840665644e-16,2.6440259937732353e-16,6.834932912852729e-19,4.97153033023545e-26
952,9.216778027436526e-15,2.6049924393493935e-16,2.652944478318451e-16,6.817043030456419e-19,4.952599331575009e-26
953,9.136500944441836e-15,2.527829993986093e-16,2.661432738445712e-16,6.799220033335972e-19,4.933757504549715e-26
954,9.057505376298539e-15,2.449716069384214e-16,2.669631348205097e-16,6.781463619086501e-19,4.9150044135921085e-26
955,8.979302063231937e-15,2.3706502622111525e-16,2.6774526028911957e-16,6.763780369016946e-19,4.8963465076699643e-26
956,8.9024359705744e-15,2.2906390526656394e-16,2.6849468883574104e-16,6.746169940866965e-19,4.8777695776379085e-26
957,8.827241902161906e-15,2.2098396528209195e-16,2.6920202544500905e-16,6.728631994276694e-19,4.859286945130493e-26
958,8.752410479523967e-15,2.1281480917480098e-16,2.6987163200122493e-16,6.711166190774397e-19,4.8408844633969e-26
959,8.67978262260058e-15,2.0456864936673736e-16,2.7051465938985625e-16,6.69377901856573e-19,4.822568576751464e-26
960,8.60784672855013e-15,1.9625964095552887e-16,2.7111560482751715e-16,6.676470100307829e-19,4.8043388642212225e-26
961,8.536734881734844e-15,1.8787259763770835e-16,2.71680843401166e-16,6.659239060775171e-19,4.786201703648771e-26
962,8.467256292642978e-15,1.7942433700326183e-16,2.7220991545900405e-16,6.64209230916935e-19,4.768143071806452e-26
963,8.399062842759389e-15,1.7091394062952812e-16,2.7270304245057404e-16,6.625022663992034e-19,4.750169365402847e-26
964,8.332079447455345e-15,1.6235265610231242e-16,2.731557164986329e-16,6.608043264868208e-19,4.732280172878878e-26
965,8.265759810503805e-15,1.5373478805694717e-16,2.7357357788255156e-16,6.591140180649295e-19,4.714475084990588e-26
966,8.201176451774879e-15,1.4507083202157443e-16,2.739561670688069e-16,6.574326499482047e-19,4.696753694794007e-26
967,8.137245049798941e-15,1.3636045766467085e-16,2.74303700008285e-16,6.557601775561943e-19,4.679115597630144e-26
968,8.074564850212387e-15,1.276093666655614e-16,2.7460232436749156e-16,6.540958867072297e-19,4.661553692561141e-26
969,8.013462758596568e-15,1.18827225114523e-16,2.7486704687774036e-16,6.524410744174769e-19,4.644080990362651e-26
970,7.953595874368017e-15,1.1000427417307205e-16,2.7509807512289647e-16,6.507950256222237e-19,4.6266837097698596e-26
971,7.894357809407772e-15,1.0115546751422144e-16,2.752902896154003e-16,6.491583624700394e-19,4.609374810779623e-26
972,7.836276550587611e-15,9.228500668618642e-17,2.7543927774345897e-16,6.475303731712996e-19,4.5921405716408377e-26
973,7.779279047667135e-15,8.338910315490806e-17,2.7555060850500036e-16,6.459123406388647e-19,4.5749872719376846e-26
974,7.724020630029583e-15,7.447193932559574e-17,2.7562914411814286e-16,6.443035522544677e-19,4.557914522469273e-26
975,7.66983069007238e-15,6.554789791848388e-17,2.7567046355926173e-16,6.427039613913005e-19,4.540921936204207e-26
976,7.616768906133248e-15,5.661239891749629e-17,2.7566491102429894e-16,6.411141806122612e-19,4.5240025390241087e-26
977,7.564762939614609e-15,4.767490624206404e-17,2.7562724050044336e-16,6.395341597772481e-19,4.507169140154367e-26
978,7.513412912208656e-15,3.873424126229614e-17,2.755530552303919e-16,6.379638490329336e-19,4.490408193895711e-26
979,7.464155900291773e-15,2.979899291731312e-17,2.7544257900939834e-16,6.364031988108827e-19,4.4737259108744173e-26
980,7.415541593270345e-15,2.0867811402940627e-17,2.7529145935060824e-16,6.348528133846649e-19,4.457121914575311e-26
981,7.367957707759541e-15,1.194542356337964e-17,2.750947274494712e-16,6.333119875289112e-19,4.440589308291662e-26
982,7.321463346567556e-15,3.038281664954527e-18,2.748721896782371e-16,6.317806725309058e-19,4.424140777497943e-26
983,7.276506865958594e-15,-5.853320624972393e-18,2.746097138959339e-16,6.3026011911120895e-19,4.4077629205323484e-26
984,7.232171623384055e-15,-1.472487852956241e-17,2.742978208727352e-16,6.28749622937561e-19,4.3914618913074406e-26
985,7.189359837895544e-15,-2.357386484604313e-17,2.7396074987346014e-16,6.272491322034492e-19,4.375237323491731e-26
986,7.147094072018112e-15,-3.239412527558977e-17,2.735844519500074e-16,6.257585953982582e-19,4.3590823964444454e-26
987,7.105886734194256e-15,-4.118648857910653e-17,2.7316916739651546e-16,6.242786056315093e-19,4.3430032303351604e-26
988,7.066181778981394e-15,-4.9943803678953366e-17,2.7272478039290194e-16,6.228084650464607e-19,4.326999464740436e-26
989,7.027521146645794e-15,-5.865788669483228e-17,2.72236710207114e-16,6.213487647446484e-19,4.3110707412208125e-26
990,6.989898757166099e-15,-6.73385522539935e-17,2.7173468377229466e-16,6.198994505063386e-19,4.2952102990177085e-26
991,6.953308566805703e-15,-7.597239957078585e-17,2.7117532710585556e-16,6.184604684216123e-19,4.279424213735899e-26
992,6.91774456787081e-15,-8.456112571705692e-17,2.705825901429617e-16,6.170317648883466e-19,4.263712132695192e-26
993,6.882691534735819e-15,-9.310049460065966e-17,2.6995285837152727e-16,6.156139231773788e-19,4.248073705149864e-26
994,6.849099533404834e-15,-1.0158122243485046e-16,2.692952524985987e-16,6.142056158823122e-19,4.232502229400003e-26
995,6.817023375901228e-15,-1.1000804886218615e-16,2.6860043407370655e-16,6.128080621749583e-19,4.217003736921917e-26
996,6.785441758575241e-15,-1.183730214002607e-16,2.6785913991562525e-16,6.114205731088322e-19,4.2015715551834687e-26
997,6.754857079344249e-15,-1.2668151287823575e-16,2.6710006987202303e-16,6.100437280745798e-19,4.186211693701602e-26
998,6.725200519862171e-15,-1.3491427573622707e-16,2.66300017474037e-16,6.086774714940494e-19,4.170923810991941e-26
999,6.696592484597919e-15,-1.4308240655223424e-16,2.6546866738694583e-16,6.0732111915838e-19,4.155707567433273e-26
1000,6.6689013282846674e-15,-1.5118184954799523e-16,2.646055843139644e-16,6.059752475816584e-19,4.1405563483473593e-26
1001,6.64224701935655e-15,-1.5919918553051507e-16,2.6370657818039576e-16,6.046398021186058e-19,4.125476119769946e-26
1002,6.616060850704172e-15,-1.6713923363562057e-16,2.6277249422146186e-16,6.033141032458195e-19,4.110460295598134e-26
1003,6.591276098647726e-15,-1.7500303191743725e-16,2.618122826302288e-16,6.019993485605018e-19,4.095514820230765e-26
1004,6.5674486610008666e-15,-1.827822705597244e-16,2.6081676442055145e-16,6.006942352037865e-19,4.0806331359469214e-26
1005,6.54500799987068e-15,-1.9046870673329458e-16,2.5979112757738047e-16,5.993999564027566e-19,4.0658273802531374e-26
1006,6.5230776722652306e-15,-1.9807153052078936e-16,2.587305956165574e-16,5.981152148728382e-19,4.0510785820003553e-26
1007,6.501592873243452e-15,-2.0558252819605925e-16,2.5764033430072773e-16,5.968411994928148e-19,4.0364050596395747e-26
1008,6.4796862021513965e-15,-2.1299849431858445e-16,2.5652052667133843e-16,5.955772362869634e-19,4.0217940971129134e-26
1009,6.4600731055712705e-15,-2.2031994921045067e-16,2.5537135467007317e-16,5.943232730402983e-19,4.0072454091697076e-26
1010,6.441324843952818e-15,-2.2754310289070193e-16,2.5419669111976545e-16,5.930792578328759e-19,3.992764865370637e-26
1011,6.423129348398127e-15,-2.34664196447199e-16,2.529979221209673e-16,5.918451390379008e-19,3.9783521470175765e-26
1012,6.405789904806504e-15,-2.4169298561283546e-16,2.5176539091877805e-16,5.906208653198441e-19,3.9640008081275205e-26
1013,6.3893627232188314e-15,-2.4860795407640297e-16,2.50513373197052e-16,5.894069973241088e-19,3.9497105696962955e-26
1014,6.3739035606601084e-15,-2.5542316439082296e-16,2.492279501490979e-16,5.882028701899733e-19,3.935493363927686e-26
1015,6.358371012437911e-15,-2.621257611874534e-16,2.4792333987812127e-16,5.870084334552377e-19,3.921330564135946e-26
1016,6.34416419972714e-15,-2.687218420548471e-16,2.4658567706273866e-16,5.85823636941525e-19,3.907240174486797e-26
1017,6.330911263810438e-15,-2.7520774770280805e-16,2.4522851568792e-16,5.84648430752468e-19,3.893209712448015e-26
1018,6.318061539896221e-15,-2.815792431013359e-16,2.4383925859094826e-16,5.834833709723735e-19,3.879238906657305e-26
1019,6.3056731839356405e-15,-2.878369638108909e-16,2.424350287634855e-16,5.823271956749308e-19,3.865333532316978e-26
1020,6.294588218810406e-15,-2.939785250870573e-16,2.409948056951497e-16,5.811810660193132e-19,3.85148725211745e-26
1021,6.283895841790571e-15,-3.000039707530255e-16,2.3953506676633613e-16,5.80044327529286e-19,3.837705820563287e-26
1022,6.273714008072632e-15,-3.0590973979799217e-16,2.380571366463018e-16,5.789163307314076e-19,3.823982927064673e-26
1023,6.264339685926266e-15,-3.1167910482802835e-16,2.365521333301483e-16,5.777982305096224e-19,3.810324305530101e-26
1024,6.255409030669188e-15,-3.173355783582071e-16,2.3502441413019705e-16,5.766893767542571e-19,3.7967236719133704e-26
1025,6.24685975526816e-15,-3.2284812229068784e-16,2.3348248491069507e-16,5.75589124311793e-19,3.7831867396280133e-26
1026,6.240538200770992e-15,-3.2824557121314907e-16,2.3191331887233827e-16,5.744986218376387e-19,3.769707250996906e-26
1027,6.233277192060176e-15,-3.335142822909309e-16,2.3033553296762844e-16,5.734166284060017e-19,3.756284947677964e-26
1028,6.226448395465426e-15,-3.386472538351067e-16,2.287349308531648e-16,5.723436945662906e-19,3.742925512479886e-26
1029,6.220464312576511e-15,-3.4365828890764617e-16,2.2711224719690213e-16,5.712797736694258e-19,3.729628655165229e-26
1030,6.2148467252599464e-15,-3.485350512546435e-16,2.254764946884732e-16,5.702242276498906e-19,3.716388170277876e-26
1031,6.208825848285154e-15,-3.5327002586230116e-16,2.2382244369574275e-16,5.691776043455114e-19,3.7032038050539956e-26
1032,6.2044669068678855e-15,-3.578946569068212e-16,2.22142547690039e-16,5.681392684850579e-19,3.690081201913183e-26
1033,6.2001132022065685e-15,-3.6237955753397734e-16,2.2045343682274596e-16,5.671097661041826e-19,3.6770141940687705e-26
1034,6.196997657968327e-15,-3.6672492473794097e-16,2.187557610409833e-16,5.660884647063912e-19,3.664002532800811e-26
1035,6.193882578287883e-15,-3.709409171459534e-16,2.1703610195422787e-16,5.650753225563859e-19,3.6510518304469053e-26
1036,6.191118885341996e-15,-3.750241651216392e-16,2.1529927500363216e-16,5.640702981492356e-19,3.638155958514233e-26
1037,6.188762937247667e-15,-3.7897074272223847e-16,2.1355356107562125e-16,5.630739339278356e-19,3.6253205094415554e-26
1038,6.187278470972036e-15,-3.827825816635051e-16,2.1179902115318523e-16,5.620850202822419e-19,3.612539380091644e-26
1039,6.186137144396558e-15,-3.86437759848229e-16,2.1002757520014178e-16,5.611035197608514e-19,3.599812328352576e-26
1040,6.184524487126705e-15,-3.899684984143194e-16,2.082433928856196e-16,5.601305558328212e-19,3.5871449169486114e-26
1041,6.184180950975589e-15,-3.9334537300714104e-16,2.064546667598016e-16,5.591649262844778e-19,3.574531080421015e-26
