L,TT,TE,EE,BB,PP
2013,3.5863691999121244e-16,-2.737665826970879e-17,1.2364580004135949e-17,7.902432364766959e-20,3.007424617910131e-27
2014,3.58265470172993e-16,-2.7267891831993942e-17,1.227173574727337e-17,7.887668014009268e-20,3.001637221061043e-27
2015,3.5788684714126546e-16,-2.7158863703335018e-17,1.2177878636139202e-17,7.872944534213273e-20,2.995875293761376e-27
2016,3.5751188915108013e-16,-2.70438575992276e-17,1.2085267806152641e-17,7.858261825585101e-20,2.9901078648755466e-27
2017,3.5710508158887734e-16,-2.6926441881813053e-17,1.1992741942087714e-17,7.843604351964847e-20,2.9843658325369872e-27
2018,3.5670353089582913e-16,-2.6805081746287898e-17,1.1900547669423274e-17,7.828972059982121e-20,2.9786337084165668e-27
2019,3.5629489719106996e-16,-2.6677940351751264e-17,1.180863792111254e-17,7.814380302484761e-20,2.9729114715314532e-27
2020,3.5588997567758133e-16,-2.6550421832416462e-17,1.1717011987951275e-17,7.799813589803087e-20,2.9671991009527494e-27
2021,3.554779930117279e-16,-2.6418068566622715e-17,1.1626591699409646e-17,7.785287244656408e-20,2.961511951417063e-27
2022,3.5504668240132595e-16,-2.628304553828284e-17,1.1536436629006848e-17,7.770785808274651e-20,2.9558345960895353e-27
2023,3.5460991245575005e-16,-2.6144286689372e-17,1.1446745611046088e-17,7.756309228103956e-20,2.9501670142696858e-27
2024,3.541768980283337e-16,-2.600302969280019e-17,1.135753273261336e-17,7.74185745172515e-20,2.944509185310135e-27
2025,3.537154672544586e-16,-2.5857903804845857e-17,1.1268888598529758e-17,7.727445741796878e-20,2.9388764035599774e-27
2026,3.5327007439477034e-16,-2.571014467056709e-17,1.118079635579935e-17,7.71305870100271e-20,2.933238003479553e-27
2027,3.5281774555732914e-16,-2.5558690360377723e-17,1.1093483772151054e-17,7.698696277392163e-20,2.927624579400652e-27
2028,3.5233712435332146e-16,-2.540446819747979e-17,1.100670435564613e-17,7.684373688825356e-20,2.9220360656878126e-27
2029,3.5187100803875315e-16,-2.5247639129680686e-17,1.0920563440046077e-17,7.670060329217747e-20,2.916441887624086e-27
2030,3.5137820751045737e-16,-2.5088058686641108e-17,1.0835044025761377e-17,7.655786671372166e-20,2.9108725492997725e-27
2031,3.508785942340244e-16,-2.492573522050544e-17,1.0750250975171692e-17,7.641522169643825e-20,2.9053127608899666e-27
2032,3.5038587770300577e-16,-2.4760829154891993e-17,1.0666060591688489e-17,7.62729723701108e-20,2.899762502298951e-27
2033,3.498742073429704e-16,-2.459304445002923e-17,1.0582790308833545e-17,7.613096582769114e-20,2.894221753482337e-27
2034,3.493694453199582e-16,-2.4422541629807196e-17,1.0500225019373611e-17,7.59890497620927e-20,2.8887056741929588e-27
2035,3.488351764130692e-16,-2.4249328947363955e-17,1.0418317271807493e-17,7.584752740902329e-20,2.8831838700851613e-27
2036,3.4829724317237846e-16,-2.4074323628009197e-17,1.0337216748241822e-17,7.570609481520469e-20,2.877686665892291e-27
2037,3.4776322469702433e-16,-2.389662309504967e-17,1.0256981730850649e-17,7.556505462247872e-20,2.8721988620934145e-27
2038,3.471922856168993e-16,-2.371714274609464e-17,1.0177398106626295e-17,7.542410347572402e-20,2.8667355591963122e-27
2039,3.466374042221447e-16,-2.3533622260944687e-17,1.0098796394429816e-17,7.528339237057074e-20,2.861281587646925e-27
2040,3.460774072809888e-16,-2.3349544614678267e-17,1.0020917282071949e-17,7.514292080447731e-20,2.855821837279882e-27
2041,3.454896968837489e-16,-2.3162499576389015e-17,9.943773835324765e-18,7.500268827617979e-20,2.8504015604057842e-27
2042,3.4490899568227175e-16,-2.2974755285801946e-17,9.867680288075014e-18,7.486254367500994e-20,2.844975465745519e-27
2043,3.443006773848517e-16,-2.278285340814654e-17,9.792407974302728e-18,7.472263740766296e-20,2.83955862449565e-27
2044,3.4370991870034543e-16,-2.2590263682828247e-17,9.717954593746645e-18,7.458296897603634e-20,2.8341660489112137e-27
2045,3.430916182404501e-16,-2.2395937217640938e-17,9.644392937394645e-18,7.444338771407114e-20,2.828782658677652e-27
2046,3.424803627545446e-16,-2.2200629491577676e-17,9.571750502659704e-18,7.43040435888523e-20,2.8234084345970643e-27
2047,3.4184315976952474e-16,-2.200344440159051e-17,9.499979738994049e-18,7.416493610541343e-20,2.818058345119546e-27
2048,3.4119955100148e-16,-2.180318988672947e-17,9.429212954516297e-18,7.402591504034137e-20,2.812702381316676e-27
2049,3.4055254778170313e-16,-2.1603166052053714e-17,9.359432354907117e-18,7.388712992303137e-20,2.807370484748438e-27
2050,3.3989020593803573e-16,-2.139993544003611e-17,9.290500662181749e-18,7.374843082386864e-20,2.8020476488756596e-27
2051,3.392006278739713e-16,-2.1196792138764906e-17,9.222549856535547e-18,7.360996698130345e-20,2.7967487840172594e-27
2052,3.3853012959995974e-16,-2.0991797275804674e-17,9.155651742785543e-18,7.34715887586572e-20,2.7914439983636326e-27
2053,3.378324659147335e-16,-2.078450954451663e-17,9.08971394169989e-18,7.333344510428249e-20,2.786163117038698e-27
2054,3.371300455511488e-16,-2.0577317633702142e-17,9.024703973253685e-18,7.319538667357816e-20,2.780891192146281e-27
2055,3.364124735672583e-16,-2.0369180576691925e-17,8.960604352238898e-18,7.305756212564296e-20,2.7756282050482684e-27
2056,3.3569168051796866e-16,-2.0159804290222196e-17,8.897665079486925e-18,7.291982240709788e-20,2.7703741371536196e-27
2057,3.3496767681117896e-16,-1.9948302146255215e-17,8.83573444025018e-18,7.278216746597012e-20,2.765143812184074e-27
2058,3.342271277594761e-16,-1.9737794484349123e-17,8.774705789511354e-18,7.264459725024845e-20,2.7599223405425364e-27
2059,3.3348341468496886e-16,-1.952501974750002e-17,8.714798789519071e-18,7.2507259842413e-20,2.7547097038413308e-27
2060,3.3272470858301703e-16,-1.931102076857897e-17,8.655640284213231e-18,7.237015475912689e-20,2.749505883739132e-27
2061,3.3196288190931673e-16,-1.9096984188188138e-17,8.59770129136722e-18,7.223298582379507e-20,2.7443108619408253e-27
2062,3.311846514583118e-16,-1.8882615009714494e-17,8.540860184484891e-18,7.209604882331771e-20,2.739139390587944e-27
2063,3.3040482206706956e-16,-1.8667029136921617e-17,8.484966292897445e-18,7.195919571596884e-20,2.7339766524620278e-27
2064,3.2959833843978614e-16,-1.8451262331834525e-17,8.430164362288562e-18,7.182242645076242e-20,2.7288226294681538e-27
2065,3.287873703550207e-16,-1.823516814794716e-17,8.376407117486514e-18,7.168588825183119e-20,2.7236773035569038e-27
2066,3.2798370257565924e-16,-1.8019777767307433e-17,8.32372102955024e-18,7.154928637529658e-20,2.7185553699898157e-27
2067,3.2715644708338375e-16,-1.7803031586196787e-17,8.271970774805981e-18,7.141291517828488e-20,2.713427370047426e-27
2068,3.2631301582205097e-16,-1.75869897142339e-17,8.221271191882651e-18,7.127662733512013e-20,2.7083226981589955e-27
2069,3.254769298593767e-16,-1.736944981773347e-17,8.17170733168818e-18,7.114042279524528e-20,2.7032266232519564e-27
2070,3.2461592485836296e-16,-1.715378752748425e-17,8.1231733795212e-18,7.100430150806516e-20,2.6981537840353714e-27
2071,3.237505734013118e-16,-1.6937508515461696e-17,8.07566642232468e-18,7.086826342294704e-20,2.6930748357015577e-27
2072,3.2288235209089314e-16,-1.6720761149909632e-17,8.029300580986134e-18,7.073245477119596e-20,2.688019059413669e-27
2073,3.220010405732521e-16,-1.650457007396921e-17,7.983926479688176e-18,7.059658279709265e-20,2.682971781132553e-27
2074,3.21113977912743e-16,-1.628878798122724e-17,7.939570515402637e-18,7.046093987318918e-20,2.677932983334409e-27
2075,3.2021388898878235e-16,-1.607253883438338e-17,7.896229808736526e-18,7.032523380794378e-20,2.672902648539298e-27
2076,3.1929789828683444e-16,-1.5856698596597492e-17,7.853988919921806e-18,7.018975641039989e-20,2.66789533120565e-27
2077,3.1839080135137103e-16,-1.5642431017390763e-17,7.812844733604641e-18,7.00543616302621e-20,2.6628964139963555e-27
2078,3.1746784921655285e-16,-1.542740483942673e-17,7.772692336308902e-18,6.991890397860197e-20,2.6579058796229784e-27
2079,3.1651020003241154e-16,-1.5213656731544975e-17,7.733630633356192e-18,6.978367442225112e-20,2.652923710840265e-27
2080,3.155803735576377e-16,-1.4999296237729334e-17,7.695554924269094e-18,6.964852733216332e-20,2.6479498904460195e-27
2081,3.146260838384154e-16,-1.4787370832911836e-17,7.658679951241143e-18,6.951331763823415e-20,2.642998903252996e-27
2082,3.136676858936479e-16,-1.4574541548465503e-17,7.622654595127438e-18,6.937833546872652e-20,2.638056202324464e-27
2083,3.1270664028462143e-16,-1.4365254841804266e-17,7.587722521226872e-18,6.92434356140254e-20,2.6331217706467653e-27
2084,3.1171837351233703e-16,-1.4155003671561848e-17,7.553967394707835e-18,6.910861802364423e-20,2.6281955912486394e-27
2085,3.107491936654009e-16,-1.394490347302481e-17,7.521082504176147e-18,6.897373818310639e-20,2.623277647201095e-27
2086,3.097557495776494e-16,-1.3735993245634594e-17,7.489253017446237e-18,6.883908510821347e-20,2.6183823541687663e-27
2087,3.0875685665371656e-16,-1.3529293588848928e-17,7.458504784481725e-18,6.870451414578243e-20,2.6134952351067878e-27
2088,3.0774388895657426e-16,-1.3323703666734513e-17,7.428719504120432e-18,6.856988119596777e-20,2.608616273271794e-27
2089,3.067384749722254e-16,-1.3118126851008345e-17,7.399980800989855e-18,6.843547444442119e-20,2.6037454519620456e-27
2090,3.0570752645786627e-16,-1.2914662482828108e-17,7.372213826025735e-18,6.830100587945665e-20,2.5988971318906125e-27
2091,3.046927725491547e-16,-1.2712227513407276e-17,7.34550201343281e-18,6.816676313527932e-20,2.594042527946912e-27
2092,3.0365398850587973e-16,-1.2511823763777265e-17,7.319641477788761e-18,6.8032458750737e-20,2.589210364594267e-27
2093,3.026012799094565e-16,-1.2310248719009444e-17,7.29484485942948e-18,6.789837981017043e-20,2.5843862479818892e-27
2094,3.015547395753826e-16,-1.2111716825967042e-17,7.271094824194946e-18,6.776423940138513e-20,2.579570161673167e-27
2095,3.0050290420926764e-16,-1.1915132176590072e-17,7.24820239504511e-18,6.763032406043355e-20,2.5747763981166906e-27
2096,2.994372132715462e-16,-1.172067530794734e-17,7.226465349739684e-18,6.749634742250881e-20,2.569976309621339e-27
2097,2.9836770492081264e-16,-1.1526926527536228e-17,7.205466249724422e-18,6.736259547694517e-20,2.565198483953354e-27
2098,2.9729296472494447e-16,-1.1335553427790548e-17,7.185531178323676e-18,6.722878240475916e-20,2.5604285960523627e-27
2099,2.9621443452522996e-16,-1.1144311548136805e-17,7.166443308436592e-18,6.709505110639572e-20,2.5556808841160986e-27
2100,2.9513212660663316e-16,-1.0956447677488629e-17,7.148513545445854e-18,6.696154393834242e-20,2.5509268096925838e-27
2101,2.940346714139579e-16,-1.0769804117947622e-17,7.131340246426154e-18,6.68279758974314e-20,2.5461948519025687e-27
2102,2.9293348461177416e-16,-1.0584875123220723e-17,7.115106055885813e-18,6.669448947578962e-20,2.5414707403743793e-27
2103,2.918271583084209e-16,-1.0401968461644068e-17,7.099723117767888e-18,6.656108462178349e-20,2.5367544591493762e-27
2104,2.907256393499314e-16,-1.0220922565444135e-17,7.085288334740767e-18,6.642790315096614e-20,2.5320459923083113e-27
2105,2.896005690405419e-16,-1.0041817420340194e-17,7.071614774097512e-18,6.629466114250463e-20,2.527345323971211e-27
2106,2.8848033552570696e-16,-9.864718543529234e-18,7.058983483560854e-18,6.616164214477185e-20,2.522666598092267e-27
2107,2.87355024105829e-16,-9.689719491044001e-18,7.047108587775682e-18,6.602856277579284e-20,2.517995612206032e-27
2108,2.862147576773575e-16,-9.51678626211007e-18,7.036086882501751e-18,6.589556471629715e-20,2.5133323506070077e-27
2109,2.8509205524698973e-16,-9.345870859654156e-18,7.025915957616032e-18,6.576278910999894e-20,2.508676797628367e-27
2110,2.839530136161809e-16,-9.177165267857331e-18,7.016593409830519e-18,6.562995338034024e-20,2.5040289376418486e-27
2111,2.8280895496523677e-16,-9.010635253232233e-18,7.007933636088188e-18,6.549733973309143e-20,2.4994028478716758e-27
2112,2.8165989507174117e-16,-8.846260785435172e-18,7.000230435905987e-18,6.536480692148276e-20,2.494784393274033e-27
2113,2.8050584966704874e-16,-8.684331359481221e-18,6.993073187463144e-18,6.523235489421393e-20,2.4901735583924618e-27
2114,2.793580767191004e-16,-8.524587308303536e-18,6.986783567924386e-18,6.509984307142842e-20,2.485570327808475e-27
2115,2.7819409667592517e-16,-8.367120929278885e-18,6.98135912668991e-18,6.49675525916718e-20,2.4809746861414467e-27
2116,2.770448148848813e-16,-8.211996112529812e-18,6.976797420096347e-18,6.483548300510196e-20,2.4764006443557213e-27
2117,2.75880763834491e-16,-8.059514722820721e-18,6.973222128956131e-18,6.470335360173642e-20,2.471834134349129e-27
2118,2.74711786766103e-16,-7.90912348899423e-18,6.969888474987295e-18,6.457130472587229e-20,2.4672751409102267e-27
2119,2.7354768981621124e-16,-7.761306231182645e-18,6.96743916401362e-18,6.443947619236543e-20,2.4627236488648523e-27
2120,2.723661032352849e-16,-7.615846267057501e-18,6.965564283122777e-18,6.430772781969936e-20,2.4581796430760196e-27
2121,2.7119081048662406e-16,-7.473030294048836e-18,6.964569337308411e-18,6.417591995425852e-20,2.4536570687138847e-27
2122,2.7001063766146795e-16,-7.332599985333021e-18,6.964047375764419e-18,6.404447135320863e-20,2.449127977023876e-27
2123,2.6883396050062986e-16,-7.194771735547842e-18,6.964220007472779e-18,6.391296315748955e-20,2.4446202604057344e-27
2124,2.67660770702856e-16,-7.05939917566973e-18,6.964973904951664e-18,6.378153491882321e-20,2.440133864527043e-27
2125,2.6647297988060617e-16,-6.926572912725344e-18,6.966516044156299e-18,6.365032566396567e-20,2.4356409196519206e-27
2126,2.6529980964441003e-16,-6.796355417040223e-18,6.968357886118246e-18,6.351919600259411e-20,2.431155344905226e-27
2127,2.6410929257500543e-16,-6.668850562256158e-18,6.97110937589491e-18,6.338828470061444e-20,2.426691007101642e-27
2128,2.6293337689048623e-16,-6.543815109817267e-18,6.974254809301415e-18,6.325731394432783e-20,2.42223398373243e-27
2129,2.617415407668689e-16,-6.4214501060124816e-18,6.977903917609629e-18,6.312656118595315e-20,2.4177842601003588e-27
2130,2.605532101856971e-16,-6.3017205121161325e-18,6.982166019107098e-18,6.299602598482605e-20,2.4133418215440376e-27
2131,2.5936975981416336e-16,-6.1847158801117675e-18,6.987163850138323e-18,6.286543130961512e-20,2.4089204830250478e-27
2132,2.581884141684093e-16,-6.0702076368968e-18,6.992467020297988e-18,6.273505383224367e-20,2.404492557811616e-27
2133,2.570022670552416e-16,-5.9586030279294695e-18,6.998419756273703e-18,6.260475507746806e-20,2.4000856775929205e-27
2134,2.5581822889403265e-16,-5.849659601329838e-18,7.004785783022188e-18,6.247467290315136e-20,2.3956859983172328e-27
2135,2.5462802862490226e-16,-5.7431633612917525e-18,7.011701710056613e-18,6.234466909407948e-20,2.3912935055552547e-27
2136,2.53441320558418e-16,-5.639713237159954e-18,7.01886315654501e-18,6.22148812505441e-20,2.3869219498456466e-27
2137,2.522580964571985e-16,-5.5387782421429766e-18,7.026668234025034e-18,6.208517141662803e-20,2.3825437740869767e-27
2138,2.510673567470928e-16,-5.440653719262825e-18,7.034840343724003e-18,6.195553954379167e-20,2.378186480980312e-27
2139,2.4988971358730627e-16,-5.345222110132528e-18,7.043474530852475e-18,6.182612284704885e-20,2.373836291357298e-27
2140,2.487045615321184e-16,-5.252475996551707e-18,7.052473495022748e-18,6.169678375779014e-20,2.3694931910170036e-27
2141,2.4753384432494007e-16,-5.1625860904802624e-18,7.061644392922252e-18,6.156765923525501e-20,2.365170866523796e-27
2142,2.463446720335691e-16,-5.075352885078072e-18,7.071397369736531e-18,6.14387488477561e-20,2.3608418894973586e-27
2143,2.4515761059713217e-16,-4.99097419057036e-18,7.081443605846655e-18,6.130977866114155e-20,2.356533634550795e-27
2144,2.439740219051117e-16,-4.909114237921479e-18,7.09176860579753e-18,6.118115888361648e-20,2.352232386943114e-27
2145,2.42802087610584e-16,-4.830284783264959e-18,7.10252172371159e-18,6.105261570973698e-20,2.3479381326980958e-27
2146,2.416226849177906e-16,-4.754013806964637e-18,7.113456284141003e-18,6.092428546268938e-20,2.3436508578733444e-27
2147,2.404467356365519e-16,-4.680539502024182e-18,7.12472163334837e-18,6.079603147214788e-20,2.339370548560197e-27
2148,2.392919267378641e-16,-4.609826936085649e-18,7.136412114759276e-18,6.066798980800906e-20,2.33511080248355e-27
2149,2.3812964298265503e-16,-4.541800502694498e-18,7.148336142197404e-18,6.054016004428515e-20,2.330857968878074e-27
2150,2.369585480901672e-16,-4.4765071460687405e-18,7.160384358692782e-18,6.041240589308495e-20,2.3266120339886966e-27
2151,2.358003860005311e-16,-4.413952907948049e-18,7.17267856554071e-18,6.02848630459546e-20,2.3223729840935576e-27
2152,2.3464291723689824e-16,-4.3540895563121735e-18,7.185231622668709e-18,6.015753107946983e-20,2.318140805503917e-27
2153,2.3348749621305205e-16,-4.296950321986497e-18,7.197934405407885e-18,6.003040957123212e-20,2.3139290330304895e-27
2154,2.323341187237527e-16,-4.242487090122649e-18,7.210813552447817e-18,5.990336274094148e-20,2.309724079436096e-27
2155,2.311908945756515e-16,-4.190706010714093e-18,7.223868556574599e-18,5.97765257782965e-20,2.3055124078473167e-27
2156,2.3004969053570575e-16,-4.14157267164897e-18,7.237098912000423e-18,5.964989826343477e-20,2.3013210639702496e-27
2157,2.2891050246090816e-16,-4.0950797780219596e-18,7.250423124707069e-18,5.952347977750929e-20,2.2971499967155e-27
2158,2.2778141768109275e-16,-4.0512065693677715e-18,7.263948802990345e-18,5.939713504497411e-20,2.2929721835883196e-27
2159,2.26644894327607e-16,-4.009945828601639e-18,7.27756758380603e-18,5.927113348929576e-20,2.2888145952624107e-27
2160,2.255184535642249e-16,-3.971276897806779e-18,7.291211887195376e-18,5.914520510375478e-20,2.284663720139145e-27
2161,2.24392655015355e-16,-3.935179188796445e-18,7.304962315014272e-18,5.901961881435599e-20,2.2805195449272627e-27
2162,2.232782470869945e-16,-3.901632182879899e-18,7.318858863158558e-18,5.889410511516642e-20,2.2763820563674354e-27
2163,2.2216446083207715e-16,-3.8706288541392925e-18,7.33267290919175e-18,5.876879820100271e-20,2.2722512412321774e-27
2164,2.2104995484394704e-16,-3.842148784975816e-18,7.346552186165703e-18,5.864383177062568e-20,2.2681404974353378e-27
2165,2.199481312676856e-16,-3.816158227966439e-18,7.36067067915219e-18,5.851893706666932e-20,2.2640229772103755e-27
2166,2.1885494050480572e-16,-3.7926637129042614e-18,7.374545799101936e-18,5.839424791388354e-20,2.2599254772949468e-27
2167,2.177529738564985e-16,-3.771631617095091e-18,7.388405559714117e-18,5.826989764301681e-20,2.25583457352978e-27
2168,2.1666096334471416e-16,-3.75305515884515e-18,7.402437049280508e-18,5.814561824215035e-20,2.2517636145755876e-27
2169,2.1558956233709788e-16,-3.73687417772737e-18,7.416252643744014e-18,5.802167666113279e-20,2.247685851771943e-27
2170,2.145173759597472e-16,-3.7230820770124474e-18,7.43015967442978e-18,5.789793875394871e-20,2.2436279832400833e-27
2171,2.1343641287421464e-16,-3.711645628601463e-18,7.443864725893011e-18,5.777440411566938e-20,2.239563309641255e-27
2172,2.123746549724942e-16,-3.702545033174008e-18,7.457581338494732e-18,5.765107234233898e-20,2.235518479966844e-27
2173,2.1132274043120483e-16,-3.695747258010076e-18,7.4711232590788e-18,5.752794303097182e-20,2.231480144337843e-27
2174,2.1027001300808885e-16,-3.691219385961322e-18,7.484783289123624e-18,5.740514865999269e-20,2.227461578016489e-27
2175,2.0921780386121376e-16,-3.688955166721585e-18,7.498189362523306e-18,5.728255570363945e-20,2.2234361799493686e-27
2176,2.0817407107628025e-16,-3.688895312664854e-18,7.51132889826814e-18,5.716016376232537e-20,2.2194305013243706e-27
2177,2.071599949618085e-16,-3.691047005479893e-18,7.524520648575696e-18,5.7038104951971e-20,2.2154312414568535e-27
2178,2.061357772998586e-16,-3.695351198454498e-18,7.537473188633225e-18,5.691624611709596e-20,2.2114383877366206e-27
2179,2.0511070628596657e-16,-3.701801964558499e-18,7.55029297732239e-18,5.679458686148143e-20,2.2074519275835365e-27
2180,2.0409535757341968e-16,-3.710353748020221e-18,7.562887858385685e-18,5.667325894002207e-20,2.2034718484474427e-27
2181,2.0308838543013785e-16,-3.721000763390344e-18,7.575350854430645e-18,5.655212956597368e-20,2.1995113407117986e-27
2182,2.0209108719275137e-16,-3.733710859513142e-18,7.58761635804175e-18,5.643119834645469e-20,2.195557164790197e-27
2183,2.0109289456934658e-16,-3.748399282816593e-18,7.599684896096253e-18,5.631059667680416e-20,2.1915961295436237e-27
2184,2.0010302793548086e-16,-3.765086918173037e-18,7.611451660717243e-18,5.619032380412935e-20,2.187654592109864e-27
2185,1.9912146569238697e-16,-3.78371564134003e-18,7.622943774271649e-18,5.607024743127636e-20,2.183732503948253e-27
2186,1.9814950055831013e-16,-3.804253820852327e-18,7.634345971739186e-18,5.595036717009642e-20,2.179803531468684e-27
2187,1.971949857919429e-16,-3.826656805455567e-18,7.645395873766872e-18,5.583081393912421e-20,2.1758939596187532e-27
2188,1.962303257642995e-16,-3.850893220874256e-18,7.65626497322943e-18,5.571158699215507e-20,2.171977502986071e-27
2189,1.9528438398172616e-16,-3.876944909372576e-18,7.666783365867407e-18,5.559255451890777e-20,2.168080398523001e-27
2190,1.9435580092758523e-16,-3.904754491025796e-18,7.676965093126013e-18,5.547384708225109e-20,2.1642025981314155e-27
2191,1.934157483581509e-16,-3.9343040388493915e-18,7.686994221007617e-18,5.535546394119413e-20,2.1603178884669842e-27
2192,1.924943215501639e-16,-3.965575686867672e-18,7.69650517316167e-18,5.523727364908392e-20,2.1564393640288414e-27
2193,1.9157057659484016e-16,-3.998499394548712e-18,7.705786648641186e-18,5.511940641456128e-20,2.1525800715867747e-27
2194,1.9066539608346026e-16,-4.0330836539924805e-18,7.714839262867646e-18,5.500173103238869e-20,2.148726916460964e-27
2195,1.8975787434861235e-16,-4.069323887190305e-18,7.723494173822204e-18,5.488437747568741e-20,2.1448798866866647e-27
2196,1.8886885601862274e-16,-4.107072273550696e-18,7.73173943318022e-18,5.476734501189694e-20,2.1410389703274343e-27
2197,1.879878826369871e-16,-4.146298628471997e-18,7.739693250522612e-18,5.46506329103234e-20,2.1372041554750548e-27
2198,1.8710453374930787e-16,-4.187024871456544e-18,7.747265414253955e-18,5.453424044213389e-20,2.1333884297585087e-27
2199,1.8622920707990693e-16,-4.229272838633344e-18,7.754443967691824e-18,5.441803700343802e-20,2.1295657704899382e-27
2200,1.8537096497729574e-16,-4.2729475000390946e-18,7.761255926227787e-18,5.430215198205463e-20,2.125762153077916e-27
2201,1.8452068710025804e-16,-4.317889346671687e-18,7.767780064495983e-18,5.418658465421919e-20,2.1219645662655085e-27
2202,1.8366799095156487e-16,-4.364483443297678e-18,7.773758111273536e-18,5.407133429800786e-20,2.118172998332554e-27
2203,1.8284264750192827e-16,-4.411987623296277e-18,7.77948917850257e-18,5.3956400193331984e-20,2.11440037816769e-27
2204,1.8200579684395846e-16,-4.460903577627789e-18,7.784754140513215e-18,5.384178162193285e-20,2.110620801206136e-27
2205,1.811949309478821e-16,-4.510943231187402e-18,7.78948967236407e-18,5.3727348696154784e-20,2.106860125267172e-27
2206,1.8038287882748668e-16,-4.562219617527166e-18,7.793903693552395e-18,5.361323010671621e-20,2.1031053982073585e-27
2207,1.79577380940715e-16,-4.614471439811006e-18,7.797868134649119e-18,5.349955407760765e-20,2.0993566084916327e-27
2208,1.7878872612659745e-16,-4.66772174962639e-18,7.801525913939934e-18,5.3386061906085335e-20,2.095613744612073e-27
2209,1.779975640546872e-16,-4.722173698249663e-18,7.804568969636308e-18,5.3272881936650765e-20,2.0918767950878185e-27
2210,1.7722319062675355e-16,-4.77774680688376e-18,7.807204705471803e-18,5.3160013461439176e-20,2.088158607217936e-27
2211,1.7645656828597914e-16,-4.834168177947112e-18,7.809524152445144e-18,5.304745577437988e-20,2.0844334404432316e-27
2212,1.7569639341476827e-16,-4.891653647242421e-18,7.811168770416923e-18,5.293520817119102e-20,2.080726989274624e-27
2213,1.7494393187121657e-16,-4.9499437835190226e-18,7.812512279064017e-18,5.2823398188585575e-20,2.0770263836330157e-27
2214,1.7419916369149958e-16,-5.008946650365594e-18,7.813376119232916e-18,5.2711768531629875e-20,2.0733316122188208e-27
2215,1.7345950880931297e-16,-5.068980266215019e-18,7.813851193471983e-18,5.2600446856537043e-20,2.069655464537429e-27
2216,1.727275121419311e-16,-5.12968367097268e-18,7.813669979023509e-18,5.248943246612854e-20,2.0659723162374073e-27
2217,1.7201209826421393e-16,-5.1910677572125445e-18,7.813115360025522e-18,5.237872466498887e-20,2.0623077461387963e-27
2218,1.7129407395729857e-16,-5.253245506059598e-18,7.81200961981023e-18,5.2268322759460446e-20,2.058648942315883e-27
2219,1.7060278291341769e-16,-5.316061641546394e-18,7.810430776654277e-18,5.2158226057638514e-20,2.0549958936475186e-27
2220,1.6990757011833572e-16,-5.379527106612465e-18,7.808507541936015e-18,5.204856130131797e-20,2.0513485890385814e-27
2221,1.6920972017482163e-16,-5.4436655349717066e-18,7.80603713992251e-18,5.193907282348047e-20,2.0477070174199e-27
2222,1.68538497667594e-16,-5.508118865590197e-18,7.803021049784711e-18,5.18300146869625e-20,2.044083888018809e-27
2223,1.6787349747650584e-16,-5.5731022212088766e-18,7.799473455532434e-18,5.17211316870163e-20,2.0404537378374855e-27
2224,1.6720581545063938e-16,-5.6386267918041975e-18,7.795586255210196e-18,5.1612677431755173e-20,2.03684198501719e-27
2225,1.6654433982397012e-16,-5.7044246338619055e-18,7.79117007850203e-18,5.150452403744058e-20,2.0332358983674066e-27
2226,1.6590046182930763e-16,-5.7706343524988e-18,7.786137633038076e-18,5.139667082475683e-20,2.0296354669937316e-27
2227,1.6526147164702818e-16,-5.837267422195118e-18,7.780680532206057e-18,5.128911711609972e-20,2.0260533432562946e-27
2228,1.646298872714514e-16,-5.904246712185258e-18,7.774610147166045e-18,5.118186223557169e-20,2.022464178490956e-27
2229,1.6401453791188567e-16,-5.97122991646589e-18,7.768117742395794e-18,5.1074905508976904e-20,2.018893277005906e-27
2230,1.633964368856482e-16,-6.038696852884543e-18,7.76111605586895e-18,5.096824626381625e-20,2.0153279648246314e-27
2231,1.6279451913871718e-16,-6.106191896994836e-18,7.753606464445305e-18,5.0862010007999756e-20,2.011768231224765e-27
2232,1.6218983207556047e-16,-6.1739418103210125e-18,7.745602947848518e-18,5.0756069667664575e-20,2.0082140655088964e-27
2233,1.6160127678439875e-16,-6.241693921476745e-18,7.737081651109296e-18,5.0650424575827955e-20,2.004665457004505e-27
2234,1.6102881068510478e-16,-6.309536231241589e-18,7.72806914188595e-18,5.054507406718339e-20,2.0011223950638896e-27
2235,1.6046233310509918e-16,-6.377518707266367e-18,7.718654757813739e-18,5.0440017478095716e-20,1.997597441821674e-27
2236,1.5990308482057187e-16,-6.445364538852336e-18,7.708651164844927e-18,5.03352541465964e-20,1.9940779914405542e-27
2237,1.593410068959918e-16,-6.513287365813971e-18,7.698059953910836e-18,5.0230908915290453e-20,1.9905640333920835e-27
2238,1.5878488494016929e-16,-6.581412291388948e-18,7.687083336958334e-18,5.012685539840385e-20,1.987055557172254e-27
2239,1.5824597876850105e-16,-6.649099770851389e-18,7.675609608030936e-18,5.002309293938951e-20,1.9835525523014323e-27
2240,1.576942028621698e-16,-6.716551161251586e-18,7.663640111204274e-18,4.99196208833467e-20,1.9800675250286213e-27
2241,1.5715835504543015e-16,-6.7839796077324815e-18,7.651101153713262e-18,4.981656363240316e-20,1.9765754203484105e-27
2242,1.5664838887951547e-16,-6.8512351585354256e-18,7.638069239467628e-18,4.971379525653562e-20,1.9731012501267556e-27
